Transaction;Item;date_time;period_day;weekday_weekend
1031;Sari Roti Gandum;11/11/2016 10.06;morning;weekday
1032;Kopi kapal api;11/11/2016 10.07;morning;weekday
1032;Mentega blueband;11/11/2016 10.07;morning;weekday
1033;Kopi kapal api;11/11/2016 10.09;morning;weekday
1034;Kopi kapal api;11/11/2016 10.09;morning;weekday
1034;Mentega blueband;11/11/2016 10.09;morning;weekday
1035;Kopi kapal api;11/11/2016 10.12;morning;weekday
1036;Kopi kapal api;11/11/2016 10.18;morning;weekday
1036;Milo;11/11/2016 10.18;morning;weekday
1036;Shampo Sunsilk;11/11/2016 10.18;morning;weekday
1036;Sari Roti Gandum;11/11/2016 10.18;morning;weekday
1037;Sari Roti Gandum;11/11/2016 10.21;morning;weekday
1037;Sari Roti Gandum;11/11/2016 10.21;morning;weekday
1038;Sari Roti Gandum;11/11/2016 10.24;morning;weekday
1039;Kopi kapal api;11/11/2016 10.31;morning;weekday
1039;Shampo Sunsilk;11/11/2016 10.31;morning;weekday
1040;Rinso;11/11/2016 10.34;morning;weekday
1040;Kopi kapal api;11/11/2016 10.34;morning;weekday
1040;Kopi kapal api;11/11/2016 10.34;morning;weekday
1040;Mentega blueband;11/11/2016 10.34;morning;weekday
1040;Pasta gigi;11/11/2016 10.34;morning;weekday
1041;Popok Mamypoko;11/11/2016 10.35;morning;weekday
1042;Sari Roti Gandum;11/11/2016 10.38;morning;weekday
1043;Rinso;11/11/2016 10.44;morning;weekday
1044;Kopi kapal api;11/11/2016 10.46;morning;weekday
1044;Kopi kapal api;11/11/2016 10.46;morning;weekday
1044;Minyak makan bimoli;11/11/2016 10.46;morning;weekday
1046;Teh prendjak;11/11/2016 11.13;morning;weekday
1046;Kopi kapal api;11/11/2016 11.13;morning;weekday
1046;Indomie soto ayam;11/11/2016 11.13;morning;weekday
1047;Kopi kapal api;11/11/2016 11.14;morning;weekday
1048;Pasta gigi;11/11/2016 11.18;morning;weekday
1048;Shampo Sunsilk;11/11/2016 11.18;morning;weekday
1049;Shampo Sunsilk;11/11/2016 11.20;morning;weekday
1049;Sari Roti Gandum;11/11/2016 11.20;morning;weekday
1050;Sari Roti Gandum;11/11/2016 11.21;morning;weekday
1050;Kopi kapal api;11/11/2016 11.21;morning;weekday
1051;Sari Roti Gandum;11/11/2016 11.23;morning;weekday
1051;Pasta gigi;11/11/2016 11.23;morning;weekday
1052;Panadol;11/11/2016 11.25;morning;weekday
1052;Sari Roti Gandum;11/11/2016 11.25;morning;weekday
1053;Shampo Sunsilk;11/11/2016 11.31;morning;weekday
1053;Minyak makan bimoli;11/11/2016 11.31;morning;weekday
1053;Gula;11/11/2016 11.31;morning;weekday
1054;Kopi kapal api;11/11/2016 11.32;morning;weekday
1055;Rokok Marlboro;11/11/2016 11.34;morning;weekday
1056;Teh prendjak;11/11/2016 11.41;morning;weekday
1056;Shampo Sunsilk;11/11/2016 11.41;morning;weekday
1057;Sari Roti Gandum;11/11/2016 11.42;morning;weekday
1058;Sari Roti Gandum;11/11/2016 11.45;morning;weekday
1058;Minyak makan bimoli;11/11/2016 11.45;morning;weekday
1059;Gula;11/11/2016 11.56;morning;weekday
1060;Sari Roti Gandum;11/11/2016 11.56;morning;weekday
1061;Kopi kapal api;11/11/2016 11.56;morning;weekday
1062;Sari Roti Gandum;11/11/2016 12.02;afternoon;weekday
1063;Kopi kapal api;11/11/2016 12.07;afternoon;weekday
1063;Mamelemon;11/11/2016 12.07;afternoon;weekday
1064;Mamelemon;11/11/2016 12.17;afternoon;weekday
1065;Kopi kapal api;11/11/2016 12.19;afternoon;weekday
1065;Sari Roti Gandum;11/11/2016 12.19;afternoon;weekday
1065;Kopi kapal api;11/11/2016 12.19;afternoon;weekday
1065;Panadol;11/11/2016 12.19;afternoon;weekday
1065;Panadol;11/11/2016 12.19;afternoon;weekday
1066;Garnier Man;11/11/2016 12.21;afternoon;weekday
1068;Garnier Man;11/11/2016 12.40;afternoon;weekday
1068;Chimichurri Oil;11/11/2016 12.40;afternoon;weekday
1069;Garnier Man;11/11/2016 12.55;afternoon;weekday
1070;Fiesta Chicken Nugget;11/11/2016 12.58;afternoon;weekday
1071;Mamelemon;11/11/2016 13.05;afternoon;weekday
1071;Sari Roti Gandum;11/11/2016 13.05;afternoon;weekday
1072;Kopi kapal api;11/11/2016 13.32;afternoon;weekday
1072;Bumbu ajinomoto;11/11/2016 13.32;afternoon;weekday
1072;Sajiku nasi goreng;11/11/2016 13.32;afternoon;weekday
1072;Fiesta Chicken Nugget;11/11/2016 13.32;afternoon;weekday
1073;Gula;11/11/2016 13.46;afternoon;weekday
1073;Sajiku nasi goreng;11/11/2016 13.46;afternoon;weekday
1074;Mineral water;11/11/2016 13.49;afternoon;weekday
1074;Garam dolphine;11/11/2016 13.49;afternoon;weekday
1075;Shampo Sunsilk;11/11/2016 13.50;afternoon;weekday
1075;Kopi kapal api;11/11/2016 13.50;afternoon;weekday
1075;Kopi kapal api;11/11/2016 13.50;afternoon;weekday
1076;Sari Roti Gandum;11/11/2016 13.59;afternoon;weekday
1076;Sajiku nasi goreng;11/11/2016 13.59;afternoon;weekday
1077;Sajiku nasi goreng;11/11/2016 14.00;afternoon;weekday
1077;Sari Roti Gandum;11/11/2016 14.00;afternoon;weekday
1078;Gula;11/11/2016 14.15;afternoon;weekday
1078;Sajiku nasi goreng;11/11/2016 14.15;afternoon;weekday
1080;Rokok Marlboro;11/11/2016 14.17;afternoon;weekday
1081;Kopi kapal api;11/11/2016 14.20;afternoon;weekday
1081;Teh prendjak;11/11/2016 14.20;afternoon;weekday
1081;Beras;11/11/2016 14.20;afternoon;weekday
1082;Kopi kapal api;11/11/2016 14.34;afternoon;weekday
1083;Indomie soto ayam;11/11/2016 14.40;afternoon;weekday
1084;Kopi kapal api;11/11/2016 14.55;afternoon;weekday
1084;Kopi kapal api;11/11/2016 14.55;afternoon;weekday
1084;Shampo Sunsilk;11/11/2016 14.55;afternoon;weekday
1085;Gula;11/11/2016 14.56;afternoon;weekday
1086;Minyak makan bimoli;11/11/2016 14.58;afternoon;weekday
1086;Kopi kapal api;11/11/2016 14.58;afternoon;weekday
1087;Mamelemon;11/11/2016 15.08;afternoon;weekday
1087;Coca cola;11/11/2016 15.08;afternoon;weekday
1087;Milo;11/11/2016 15.08;afternoon;weekday
1087;Rokok Marlboro;11/11/2016 15.08;afternoon;weekday
1088;Fiesta Chicken Nugget;11/11/2016 15.09;afternoon;weekday
1088;Pulpen kenko;11/11/2016 15.09;afternoon;weekday
1088;Panadol;11/11/2016 15.09;afternoon;weekday
1089;Kopi kapal api;11/11/2016 16.08;afternoon;weekday
1089;Panadol;11/11/2016 16.08;afternoon;weekday
1090;Shampo Sunsilk;11/11/2016 16.20;afternoon;weekday
1090;Kopi kapal api;11/11/2016 16.20;afternoon;weekday
1090;Milo;11/11/2016 16.20;afternoon;weekday
1090;Kopi kapal api;11/11/2016 16.20;afternoon;weekday
1090;Pulpen kenko;11/11/2016 16.20;afternoon;weekday
1091;Gula;11/11/2016 16.29;afternoon;weekday
1092;Kopi kapal api;11/11/2016 16.35;afternoon;weekday
1093;Milo;11/11/2016 16.37;afternoon;weekday
1093;Sajiku nasi goreng;11/11/2016 16.37;afternoon;weekday
1093;Beras;11/11/2016 16.37;afternoon;weekday
1094;Mamelemon;11/11/2016 16.39;afternoon;weekday
1094;Fiesta Chicken Nugget;11/11/2016 16.39;afternoon;weekday
1094;Teh prendjak;11/11/2016 16.39;afternoon;weekday
1094;Panadol;11/11/2016 16.39;afternoon;weekday
1094;Panadol;11/11/2016 16.39;afternoon;weekday
1095;Mineral water;11/11/2016 16.40;afternoon;weekday
1096;Sari Roti Gandum;11/11/2016 16.52;afternoon;weekday
1097;Gula;11/11/2016 17.03;evening;weekday
1098;Teh prendjak;11/11/2016 17.05;evening;weekday
1099;Teh prendjak;11/11/2016 17.11;evening;weekday
1100;Rokok Marlboro;11/11/2016 17.13;evening;weekday
1101;Gula;11/11/2016 17.24;evening;weekday
1102;Kopi kapal api;11/11/2016 17.33;evening;weekday
1103;Kopi kapal api;11/11/2016 17.33;evening;weekday
1104;Mentega blueband;12/11/2016 08.44;morning;weekend
1104;Kopi kapal api;12/11/2016 08.44;morning;weekend
1105;Sari Roti Gandum;12/11/2016 09.03;morning;weekend
1106;Sari Roti Gandum;12/11/2016 09.14;morning;weekend
1106;Pasta gigi;12/11/2016 09.14;morning;weekend
1106;Mentega blueband;12/11/2016 09.14;morning;weekend
1106;Kopi kapal api;12/11/2016 09.14;morning;weekend
1107;Pasta gigi;12/11/2016 09.25;morning;weekend
1107;Sari Roti Gandum;12/11/2016 09.25;morning;weekend
1108;Kopi kapal api;12/11/2016 09.38;morning;weekend
1108;Kopi kapal api;12/11/2016 09.38;morning;weekend
1108;Milo;12/11/2016 09.38;morning;weekend
1108;Sari Roti Gandum;12/11/2016 09.38;morning;weekend
1108;Pasta gigi;12/11/2016 09.38;morning;weekend
1108;Mentega blueband;12/11/2016 09.38;morning;weekend
1109;Kopi kapal api;12/11/2016 09.46;morning;weekend
1110;Popok Mamypoko;12/11/2016 09.48;morning;weekend
1110;Sari Roti Gandum;12/11/2016 09.48;morning;weekend
1111;Mentega blueband;12/11/2016 09.49;morning;weekend
1112;Mentega blueband;12/11/2016 09.53;morning;weekend
1112;Mentega blueband;12/11/2016 09.53;morning;weekend
1112;Sari Roti Gandum;12/11/2016 09.53;morning;weekend
1114;Kopi kapal api;12/11/2016 09.59;morning;weekend
1115;Kopi kapal api;12/11/2016 10.00;morning;weekend
1116;Sari Roti Gandum;12/11/2016 10.07;morning;weekend
1117;Kopi kapal api;12/11/2016 10.09;morning;weekend
1117;Minyak makan bimoli;12/11/2016 10.09;morning;weekend
1118;Mentega blueband;12/11/2016 10.11;morning;weekend
1118;Sari Roti Gandum;12/11/2016 10.11;morning;weekend
1119;Sari Roti Gandum;12/11/2016 10.12;morning;weekend
1120;Sari Roti Gandum;12/11/2016 10.20;morning;weekend
1120;Mentega blueband;12/11/2016 10.20;morning;weekend
1121;Kopi kapal api;12/11/2016 10.23;morning;weekend
1121;Pasta gigi;12/11/2016 10.23;morning;weekend
1121;Shampo Sunsilk;12/11/2016 10.23;morning;weekend
1122;Mentega blueband;12/11/2016 10.24;morning;weekend
1122;Gula;12/11/2016 10.24;morning;weekend
1123;Sari Roti Gandum;12/11/2016 10.26;morning;weekend
1124;Kopi kapal api;12/11/2016 10.28;morning;weekend
1124;Minyak makan bimoli;12/11/2016 10.28;morning;weekend
1125;Sari Roti Gandum;12/11/2016 10.33;morning;weekend
1126;Kopi kapal api;12/11/2016 10.34;morning;weekend
1127;Mentega blueband;12/11/2016 10.40;morning;weekend
1127;Minyak makan bimoli;12/11/2016 10.40;morning;weekend
1128;Sari Roti Gandum;12/11/2016 10.45;morning;weekend
1129;Kopi kapal api;12/11/2016 10.53;morning;weekend
1130;Panadol;12/11/2016 10.57;morning;weekend
1130;Sari Roti Gandum;12/11/2016 10.57;morning;weekend
1130;Gula;12/11/2016 10.57;morning;weekend
1131;Kopi kapal api;12/11/2016 11.01;morning;weekend
1132;Sari Roti Gandum;12/11/2016 11.03;morning;weekend
1133;Mentega blueband;12/11/2016 11.05;morning;weekend
1134;Kopi kapal api;12/11/2016 11.12;morning;weekend
1134;Gula;12/11/2016 11.12;morning;weekend
1135;Kopi kapal api;12/11/2016 11.15;morning;weekend
1135;Teh prendjak;12/11/2016 11.15;morning;weekend
1135;Shampo Sunsilk;12/11/2016 11.15;morning;weekend
1135;Indomie soto ayam;12/11/2016 11.15;morning;weekend
1135;Minyak makan bimoli;12/11/2016 11.15;morning;weekend
1136;Minyak kayu putih;12/11/2016 11.17;morning;weekend
1136;Kopi kapal api;12/11/2016 11.17;morning;weekend
1137;Kopi kapal api;12/11/2016 11.18;morning;weekend
1137;Kopi kapal api;12/11/2016 11.18;morning;weekend
1138;Panadol;12/11/2016 11.21;morning;weekend
1138;Gula;12/11/2016 11.21;morning;weekend
1139;Kopi kapal api;12/11/2016 11.29;morning;weekend
1139;Mentega blueband;12/11/2016 11.29;morning;weekend
1139;Milo;12/11/2016 11.29;morning;weekend
1140;Kopi kapal api;12/11/2016 11.31;morning;weekend
1140;Minyak makan bimoli;12/11/2016 11.31;morning;weekend
1140;Panadol;12/11/2016 11.31;morning;weekend
1141;Garnier Man;12/11/2016 11.38;morning;weekend
1141;Kopi kapal api;12/11/2016 11.38;morning;weekend
1141;Kopi kapal api;12/11/2016 11.38;morning;weekend
1141;Minyak makan bimoli;12/11/2016 11.38;morning;weekend
1141;Shampo Sunsilk;12/11/2016 11.38;morning;weekend
1142;Sari Roti Gandum;12/11/2016 11.45;morning;weekend
1142;Kopi kapal api;12/11/2016 11.45;morning;weekend
1142;Mentega blueband;12/11/2016 11.45;morning;weekend
1142;Garnier Man;12/11/2016 11.45;morning;weekend
1143;Garnier Man;12/11/2016 11.47;morning;weekend
1143;Gula;12/11/2016 11.47;morning;weekend
1144;Indomie soto ayam;12/11/2016 11.50;morning;weekend
1144;Sari Roti Gandum;12/11/2016 11.50;morning;weekend
1144;Kopi kapal api;12/11/2016 11.50;morning;weekend
1145;Sajiku nasi goreng;12/11/2016 12.00;afternoon;weekend
1145;Mamelemon;12/11/2016 12.00;afternoon;weekend
1145;Kopi kapal api;12/11/2016 12.00;afternoon;weekend
1145;Kopi kapal api;12/11/2016 12.00;afternoon;weekend
1146;Gula;12/11/2016 12.01;afternoon;weekend
1146;Eggs;12/11/2016 12.01;afternoon;weekend
1147;Shampo Sunsilk;12/11/2016 12.03;afternoon;weekend
1147;Indomie soto ayam;12/11/2016 12.03;afternoon;weekend
1147;Kopi kapal api;12/11/2016 12.03;afternoon;weekend
1147;Kopi kapal api;12/11/2016 12.03;afternoon;weekend
1148;Gula;12/11/2016 12.09;afternoon;weekend
1149;Coca cola;12/11/2016 12.19;afternoon;weekend
1150;Fiesta Chicken Nugget;12/11/2016 12.22;afternoon;weekend
1150;Mamelemon;12/11/2016 12.22;afternoon;weekend
1150;Kopi kapal api;12/11/2016 12.22;afternoon;weekend
1150;Panadol;12/11/2016 12.22;afternoon;weekend
1151;Teh prendjak;12/11/2016 12.38;afternoon;weekend
1151;Pulpen kenko;12/11/2016 12.38;afternoon;weekend
1151;Sajiku nasi goreng;12/11/2016 12.38;afternoon;weekend
1151;Sajiku nasi goreng;12/11/2016 12.38;afternoon;weekend
1152;Indomie soto ayam;12/11/2016 12.40;afternoon;weekend
1153;Kopi kapal api;12/11/2016 12.45;afternoon;weekend
1153;Kopi kapal api;12/11/2016 12.45;afternoon;weekend
1153;Minyak makan bimoli;12/11/2016 12.45;afternoon;weekend
1153;Shampo Sunsilk;12/11/2016 12.45;afternoon;weekend
1154;Sari Roti Gandum;12/11/2016 13.00;afternoon;weekend
1155;Bowl Nic Pitt;12/11/2016 13.05;afternoon;weekend
1155;Sajiku nasi goreng;12/11/2016 13.05;afternoon;weekend
1155;Minyak makan bimoli;12/11/2016 13.05;afternoon;weekend
1155;Kopi kapal api;12/11/2016 13.05;afternoon;weekend
1156;Mamelemon;12/11/2016 13.10;afternoon;weekend
1156;Sajiku nasi goreng;12/11/2016 13.10;afternoon;weekend
1156;Shampo Sunsilk;12/11/2016 13.10;afternoon;weekend
1156;Kopi kapal api;12/11/2016 13.10;afternoon;weekend
1156;Teh prendjak;12/11/2016 13.10;afternoon;weekend
1157;Milo;12/11/2016 13.12;afternoon;weekend
1157;Kopi kapal api;12/11/2016 13.12;afternoon;weekend
1157;Minyak makan bimoli;12/11/2016 13.12;afternoon;weekend
1157;Panadol;12/11/2016 13.12;afternoon;weekend
1158;Gula;12/11/2016 13.16;afternoon;weekend
1158;Royco rasa sapi;12/11/2016 13.16;afternoon;weekend
1158;Teh prendjak;12/11/2016 13.16;afternoon;weekend
1158;Kopi kapal api;12/11/2016 13.16;afternoon;weekend
1158;Panadol;12/11/2016 13.16;afternoon;weekend
1159;Sari Roti Gandum;12/11/2016 13.19;afternoon;weekend
1160;Rokok Marlboro;12/11/2016 13.21;afternoon;weekend
1161;Garnier Man;12/11/2016 13.23;afternoon;weekend
1162;Garnier Man;12/11/2016 13.29;afternoon;weekend
1163;Kopi kapal api;12/11/2016 13.43;afternoon;weekend
1163;Kopi kapal api;12/11/2016 13.43;afternoon;weekend
1163;Shampo Sunsilk;12/11/2016 13.43;afternoon;weekend
1163;Minyak makan bimoli;12/11/2016 13.43;afternoon;weekend
1164;Mamelemon;12/11/2016 13.55;afternoon;weekend
1164;Kopi kapal api;12/11/2016 13.55;afternoon;weekend
1164;Sari Roti Gandum;12/11/2016 13.55;afternoon;weekend
1165;Sajiku nasi goreng;12/11/2016 13.57;afternoon;weekend
1165;Sari Roti Gandum;12/11/2016 13.57;afternoon;weekend
1165;Minyak makan bimoli;12/11/2016 13.57;afternoon;weekend
1166;Garnier Man;12/11/2016 14.00;afternoon;weekend
1166;Sari Roti Gandum;12/11/2016 14.00;afternoon;weekend
1166;Minyak makan bimoli;12/11/2016 14.00;afternoon;weekend
1167;Sari Roti Gandum;12/11/2016 14.06;afternoon;weekend
1168;Sari Roti Gandum;12/11/2016 14.07;afternoon;weekend
1168;Kopi kapal api;12/11/2016 14.07;afternoon;weekend
1168;Sari Roti Gandum;12/11/2016 14.07;afternoon;weekend
1169;Garnier Man;12/11/2016 14.08;afternoon;weekend
1170;Sari Roti Gandum;12/11/2016 14.18;afternoon;weekend
1170;Kopi kapal api;12/11/2016 14.18;afternoon;weekend
1170;Minyak makan bimoli;12/11/2016 14.18;afternoon;weekend
1170;Garam dolphine;12/11/2016 14.18;afternoon;weekend
1171;Milo;12/11/2016 14.19;afternoon;weekend
1171;Kopi kapal api;12/11/2016 14.19;afternoon;weekend
1172;Minyak makan bimoli;12/11/2016 14.20;afternoon;weekend
1172;Popok Mamypoko;12/11/2016 14.20;afternoon;weekend
1173;Kopi kapal api;12/11/2016 14.22;afternoon;weekend
1173;Milo;12/11/2016 14.22;afternoon;weekend
1173;Teh prendjak;12/11/2016 14.22;afternoon;weekend
1174;Kopi kapal api;12/11/2016 14.26;afternoon;weekend
1174;Kopi kapal api;12/11/2016 14.26;afternoon;weekend
1174;Panadol;12/11/2016 14.26;afternoon;weekend
1175;Teh prendjak;12/11/2016 14.35;afternoon;weekend
1175;Sajiku nasi goreng;12/11/2016 14.35;afternoon;weekend
1175;Garnier Man;12/11/2016 14.35;afternoon;weekend
1176;Sari Roti Gandum;12/11/2016 14.42;afternoon;weekend
1176;Kopi kapal api;12/11/2016 14.42;afternoon;weekend
1176;Panadol;12/11/2016 14.42;afternoon;weekend
1176;Garam dolphine;12/11/2016 14.42;afternoon;weekend
1177;Sajiku nasi goreng;12/11/2016 14.48;afternoon;weekend
1177;Fiesta Chicken Nugget;12/11/2016 14.48;afternoon;weekend
1177;Sari Roti Gandum;12/11/2016 14.48;afternoon;weekend
1177;Minyak makan bimoli;12/11/2016 14.48;afternoon;weekend
1177;Shampo Sunsilk;12/11/2016 14.48;afternoon;weekend
1178;Kopi kapal api;12/11/2016 15.00;afternoon;weekend
1178;Indomie soto ayam;12/11/2016 15.00;afternoon;weekend
1178;Shampo Sunsilk;12/11/2016 15.00;afternoon;weekend
1178;Panadol;12/11/2016 15.00;afternoon;weekend
1179;Kopi kapal api;12/11/2016 15.03;afternoon;weekend
1179;Teh prendjak;12/11/2016 15.03;afternoon;weekend
1179;Sari Roti Gandum;12/11/2016 15.03;afternoon;weekend
1180;Teh prendjak;12/11/2016 15.06;afternoon;weekend
1180;Kopi kapal api;12/11/2016 15.06;afternoon;weekend
1180;Minyak makan bimoli;12/11/2016 15.06;afternoon;weekend
1180;Royco rasa sapi;12/11/2016 15.06;afternoon;weekend
1181;Kopi kapal api;12/11/2016 15.09;afternoon;weekend
1181;Panadol;12/11/2016 15.09;afternoon;weekend
1182;Sari Roti Gandum;12/11/2016 15.15;afternoon;weekend
1183;Teh prendjak;12/11/2016 15.20;afternoon;weekend
1183;Milo;12/11/2016 15.20;afternoon;weekend
1183;Panadol;12/11/2016 15.20;afternoon;weekend
1184;Sari Roti Gandum;12/11/2016 15.25;afternoon;weekend
1185;Panadol;12/11/2016 15.29;afternoon;weekend
1185;Indomie soto ayam;12/11/2016 15.29;afternoon;weekend
1186;Sari Roti Gandum;12/11/2016 15.31;afternoon;weekend
1187;Sari Roti Gandum;12/11/2016 15.32;afternoon;weekend
1187;Shampo Sunsilk;12/11/2016 15.32;afternoon;weekend
1187;Minyak makan bimoli;12/11/2016 15.32;afternoon;weekend
1188;Kopi kapal api;12/11/2016 15.35;afternoon;weekend
1188;Shampo Sunsilk;12/11/2016 15.35;afternoon;weekend
1188;Kopi kapal api;12/11/2016 15.35;afternoon;weekend
1189;Sari Roti Gandum;12/11/2016 15.37;afternoon;weekend
1189;Sari Roti Gandum;12/11/2016 15.37;afternoon;weekend
1190;Sari Roti Gandum;12/11/2016 15.47;afternoon;weekend
1190;Panadol;12/11/2016 15.47;afternoon;weekend
1190;Minyak makan bimoli;12/11/2016 15.47;afternoon;weekend
1191;Indomie soto ayam;12/11/2016 15.53;afternoon;weekend
1191;Sajiku nasi goreng;12/11/2016 15.53;afternoon;weekend
1192;Kopi kapal api;12/11/2016 15.54;afternoon;weekend
1193;Sari Roti Gandum;12/11/2016 16.03;afternoon;weekend
1194;Kopi kapal api;12/11/2016 16.09;afternoon;weekend
1194;Minyak makan bimoli;12/11/2016 16.09;afternoon;weekend
1195;Minyak makan bimoli;12/11/2016 16.12;afternoon;weekend
1196;Pulpen kenko;12/11/2016 16.13;afternoon;weekend
1197;Kopi kapal api;12/11/2016 16.14;afternoon;weekend
1198;Minyak makan bimoli;12/11/2016 16.36;afternoon;weekend
1199;Sari Roti Gandum;12/11/2016 16.46;afternoon;weekend
1200;Kopi kapal api;12/11/2016 16.59;afternoon;weekend
1201;Minyak kayu putih;13/11/2016 09.32;morning;weekend
1201;Kopi kapal api;13/11/2016 09.32;morning;weekend
1201;Teh prendjak;13/11/2016 09.32;morning;weekend
1202;Kopi kapal api;13/11/2016 09.47;morning;weekend
1203;Kopi kapal api;13/11/2016 09.48;morning;weekend
1203;Teh prendjak;13/11/2016 09.48;morning;weekend
1204;Mentega blueband;13/11/2016 09.50;morning;weekend
1204;Kopi kapal api;13/11/2016 09.50;morning;weekend
1205;Mentega blueband;13/11/2016 09.55;morning;weekend
1205;Sari Roti Gandum;13/11/2016 09.55;morning;weekend
1205;Kopi kapal api;13/11/2016 09.55;morning;weekend
1205;Pasta gigi;13/11/2016 09.55;morning;weekend
1205;Garnier Man;13/11/2016 09.55;morning;weekend
1206;Sari Roti Gandum;13/11/2016 09.59;morning;weekend
1206;Pasta gigi;13/11/2016 09.59;morning;weekend
1206;Sari Roti Gandum;13/11/2016 09.59;morning;weekend
1207;Mentega blueband;13/11/2016 10.03;morning;weekend
1207;Kopi kapal api;13/11/2016 10.03;morning;weekend
1207;Sari Roti Gandum;13/11/2016 10.03;morning;weekend
1208;Pasta gigi;13/11/2016 10.15;morning;weekend
1209;Sari Roti Gandum;13/11/2016 10.19;morning;weekend
1210;Mentega blueband;13/11/2016 10.21;morning;weekend
1210;Pasta gigi;13/11/2016 10.21;morning;weekend
1210;Sari Roti Gandum;13/11/2016 10.21;morning;weekend
1211;Kopi kapal api;13/11/2016 10.24;morning;weekend
1211;Royco rasa sapi;13/11/2016 10.24;morning;weekend
1212;Sari Roti Gandum;13/11/2016 10.30;morning;weekend
1212;Garnier Man;13/11/2016 10.30;morning;weekend
1212;Popok Mamypoko;13/11/2016 10.30;morning;weekend
1212;Pasta gigi;13/11/2016 10.30;morning;weekend
1213;Sari Roti Gandum;13/11/2016 10.35;morning;weekend
1214;Kopi kapal api;13/11/2016 10.45;morning;weekend
1214;Mentega blueband;13/11/2016 10.45;morning;weekend
1215;Kopi kapal api;13/11/2016 10.53;morning;weekend
1216;Teh prendjak;13/11/2016 11.07;morning;weekend
1216;Sari Roti Gandum;13/11/2016 11.07;morning;weekend
1217;Sari Roti Gandum;13/11/2016 11.12;morning;weekend
1217;Pasta gigi;13/11/2016 11.12;morning;weekend
1218;Sajiku nasi goreng;13/11/2016 11.16;morning;weekend
1219;Gula;13/11/2016 11.16;morning;weekend
1220;Kopi kapal api;13/11/2016 11.19;morning;weekend
1220;Milo;13/11/2016 11.19;morning;weekend
1220;Pasta gigi;13/11/2016 11.19;morning;weekend
1221;Sari Roti Gandum;13/11/2016 11.23;morning;weekend
1221;Minyak makan bimoli;13/11/2016 11.23;morning;weekend
1222;Kopi kapal api;13/11/2016 11.25;morning;weekend
1222;Royco rasa sapi;13/11/2016 11.25;morning;weekend
1223;Sari Roti Gandum;13/11/2016 11.28;morning;weekend
1223;Kopi kapal api;13/11/2016 11.28;morning;weekend
1223;Mentega blueband;13/11/2016 11.28;morning;weekend
1224;Kopi kapal api;13/11/2016 11.31;morning;weekend
1224;Pasta gigi;13/11/2016 11.31;morning;weekend
1224;Sari Roti Gandum;13/11/2016 11.31;morning;weekend
1225;Mentega blueband;13/11/2016 11.33;morning;weekend
1226;Shampo Sunsilk;13/11/2016 11.34;morning;weekend
1227;Minyak makan bimoli;13/11/2016 11.37;morning;weekend
1228;Sajiku nasi goreng;13/11/2016 11.41;morning;weekend
1229;Kopi kapal api;13/11/2016 11.42;morning;weekend
1229;Sari Roti Gandum;13/11/2016 11.42;morning;weekend
1230;Kopi kapal api;13/11/2016 11.44;morning;weekend
1230;Panadol;13/11/2016 11.44;morning;weekend
1231;Kopi kapal api;13/11/2016 11.48;morning;weekend
1231;Kopi kapal api;13/11/2016 11.48;morning;weekend
1231;Royco rasa sapi;13/11/2016 11.48;morning;weekend
1231;Sari Roti Gandum;13/11/2016 11.48;morning;weekend
1232;Sari Roti Gandum;13/11/2016 11.49;morning;weekend
1233;Kopi kapal api;13/11/2016 11.50;morning;weekend
1234;Kopi kapal api;13/11/2016 11.53;morning;weekend
1234;Kopi kapal api;13/11/2016 11.53;morning;weekend
1234;Milo;13/11/2016 11.53;morning;weekend
1234;Mentega blueband;13/11/2016 11.53;morning;weekend
1235;Shampo Sunsilk;13/11/2016 11.54;morning;weekend
1235;Sari Roti Gandum;13/11/2016 11.54;morning;weekend
1236;Sari Roti Gandum;13/11/2016 11.55;morning;weekend
1237;Fiesta Chicken Nugget;13/11/2016 11.57;morning;weekend
1237;Kopi kapal api;13/11/2016 11.57;morning;weekend
1237;Kopi kapal api;13/11/2016 11.57;morning;weekend
1238;Sari Roti Gandum;13/11/2016 11.59;morning;weekend
1238;Sari Roti Gandum;13/11/2016 11.59;morning;weekend
1238;Shampo Sunsilk;13/11/2016 11.59;morning;weekend
1239;Shampo Sunsilk;13/11/2016 12.02;afternoon;weekend
1239;Kopi kapal api;13/11/2016 12.02;afternoon;weekend
1239;Sari Roti Gandum;13/11/2016 12.02;afternoon;weekend
1240;Fiesta Chicken Nugget;13/11/2016 12.07;afternoon;weekend
1240;Shampo Sunsilk;13/11/2016 12.07;afternoon;weekend
1240;Milo;13/11/2016 12.07;afternoon;weekend
1240;Kopi kapal api;13/11/2016 12.07;afternoon;weekend
1241;Kopi kapal api;13/11/2016 12.07;afternoon;weekend
1242;Sari Roti Gandum;13/11/2016 12.14;afternoon;weekend
1242;Mineral water;13/11/2016 12.14;afternoon;weekend
1243;Kopi kapal api;13/11/2016 12.16;afternoon;weekend
1243;Kopi kapal api;13/11/2016 12.16;afternoon;weekend
1244;Sari Roti Gandum;13/11/2016 12.17;afternoon;weekend
1245;Sari Roti Gandum;13/11/2016 12.28;afternoon;weekend
1246;Kopi kapal api;13/11/2016 12.45;afternoon;weekend
1247;Sari Roti Gandum;13/11/2016 12.53;afternoon;weekend
1248;Bacon;13/11/2016 13.01;afternoon;weekend
